,,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL,,,SE1,DK1,Oslo,FI
29-04-2020,2864,13.32,7.63,7.63,10.04,13.6,15.99,16.52,18.93,4.07,5.74,5.74,7.31,7.31,7.31,36.33,36.33,36.33,27.09,25.39,25.34,25.59,26.08,,2864,19.6968,36.656,13.05,38.8484
29-04-2020,2865,13.65,7.64,7.64,10.04,13.6,15.99,16.53,18.93,4.07,5.93,5.93,7.53,7.53,7.53,38.1,38.1,38.1,29.06,25.4,25.34,25.59,28.98,,2865,19.6968,36.6328,13.0384,38.8484
29-04-2020,2866,12.33,7.64,7.64,10.04,13.61,15.99,16.55,18.93,4.08,5.74,5.74,7.65,7.65,7.65,37.71,37.71,37.71,30,25.4,25.34,25.6,29.18,,2866,19.6968,36.6328,13.0384,38.8368
29-04-2020,2867,11.82,7.64,7.64,10.05,13.61,15.99,16.55,18.94,4.09,5.54,5.54,7.39,7.39,7.39,38.05,38.05,38.05,27.98,25.4,25.35,25.61,26.94,,2867,19.6968,36.6212,13.0268,38.8252
29-04-2020,2868,11.04,7.64,7.64,10.05,13.61,15.99,16.56,18.95,4.09,5.46,5.46,7.3,7.3,7.3,39.63,39.63,39.63,26,25.4,25.35,25.61,25.28,,2868,19.6852,36.6212,13.0268,38.8252
29-04-2020,2869,10.65,7.64,7.64,10.05,13.61,15.99,16.57,18.96,4.1,5.42,5.42,7.32,7.32,7.32,40.61,40.61,40.61,23.49,25.4,25.36,25.61,23.14,,2869,19.6852,36.6212,13.0268,38.8136
29-04-2020,2870,9.82,7.65,7.65,10.05,13.61,16,16.59,18.96,4.1,5.39,5.39,7.34,7.34,7.34,37.71,37.71,37.71,19.08,25.42,25.36,25.61,18.55,,2870,19.6852,36.6212,13.0152,38.802
29-04-2020,2871,8.95,7.65,7.65,10.06,13.61,16,16.6,18.96,4.1,5.39,5.39,7.35,7.35,7.35,36.05,36.05,36.05,18,25.42,25.36,25.62,17.37,,2871,19.6852,36.6212,13.0152,38.7788
29-04-2020,2872,8.55,7.65,7.65,10.06,13.61,16,16.62,18.96,4.1,5.34,5.34,7.33,7.33,7.33,36.02,36.02,36.02,17.7,25.43,25.36,25.63,16.99,,2872,19.6852,36.598,13.0036,38.7788
29-04-2020,2873,8.89,7.66,7.66,10.06,13.61,16,16.62,18.96,4.1,5.31,5.31,7.37,7.37,7.37,36.78,36.78,36.78,19.01,25.43,25.37,25.63,18.43,,2873,19.6852,36.598,13.0036,38.7556
29-04-2020,2874,8.49,7.66,7.66,10.07,13.62,16.01,16.63,18.96,4.11,5.27,5.27,7.29,7.29,7.29,36.82,36.82,36.82,21.59,25.44,25.37,25.64,21.04,,2874,19.6852,36.5748,13.0036,38.7556
29-04-2020,2875,8.07,7.66,7.66,10.07,13.64,16.01,16.63,18.97,4.11,5.21,5.21,7.17,7.17,7.17,37.08,37.08,37.08,26.46,25.44,25.39,25.64,25.26,,2875,19.6852,36.5748,12.992,38.7324
29-04-2020,2876,8.03,7.66,7.66,10.07,13.64,16.01,16.63,18.97,4.11,5.2,5.2,7.16,7.16,7.16,36.81,36.81,36.81,27.93,25.44,25.4,25.64,28.07,,2876,19.6736,36.5516,12.992,38.7324
29-04-2020,2877,8.4,7.66,7.66,10.07,13.65,16.01,16.64,18.98,4.12,5.24,5.24,7.22,7.22,7.22,40.06,40.06,40.06,29.04,25.45,25.4,25.65,29.37,,2877,19.6736,36.54,12.992,38.7208
29-04-2020,2878,8.61,7.66,7.66,10.08,13.66,16.02,16.64,18.98,4.12,5.3,5.3,7.21,7.21,7.21,29.09,29.09,29.09,27.81,25.45,25.42,25.65,26.78,,2878,19.6736,36.54,12.992,38.7092
29-04-2020,2879,7.56,7.66,7.66,10.08,13.66,16.02,16.68,18.99,4.13,5.14,5.14,7.21,7.21,7.21,29.06,29.06,29.06,23.69,25.46,25.42,25.68,23.15,,2879,19.6736,36.5284,12.992,38.6976
29-04-2020,2880,5.93,7.67,7.67,10.08,13.66,16.02,16.7,18.99,4.13,4.95,4.95,7.11,7.11,7.11,18.61,18.61,18.61,20.96,25.46,25.43,25.7,20.96,,2880,19.662,36.5284,12.9804,38.686
30-04-2020,2881,5.86,7.67,7.67,10.08,13.67,16.03,16.7,19,4.13,5.21,5.21,7.53,7.53,7.53,19.08,19.08,19.08,17.55,25.48,25.43,25.71,17.09,,2881,19.662,36.5284,12.9804,38.686
30-04-2020,2882,5.66,7.67,7.67,10.09,13.67,16.03,16.7,19,4.13,5.1,5.1,7.39,7.39,7.39,18.09,18.09,18.09,15.57,25.49,25.44,25.71,15.07,,2882,19.662,36.5284,12.9688,38.6396
30-04-2020,2883,5.55,7.67,7.67,10.09,13.68,16.04,16.71,19,4.13,5.06,5.06,7.3,7.3,7.3,18.03,18.03,18.03,14.05,25.5,25.44,25.71,13.53,,2883,19.6504,36.5168,12.9688,38.5932
30-04-2020,2884,5.56,7.67,7.67,10.09,13.68,16.04,16.72,19,4.13,5.05,5.05,7.23,7.23,7.23,18.06,18.06,18.06,13.64,25.5,25.45,25.72,13.14,,2884,19.6504,36.5052,12.9688,38.57
30-04-2020,2885,5.66,7.68,7.68,10.09,13.68,16.04,16.72,19,4.13,5.09,5.09,7.12,7.12,7.12,19.02,19.02,19.02,13.84,25.5,25.46,25.73,13.31,,2885,19.6504,36.5052,12.9688,38.57
30-04-2020,2886,6.24,7.69,7.69,10.09,13.69,16.04,16.74,19,4.14,5.2,5.2,7.16,7.16,7.16,27.64,27.64,27.64,17.4,25.5,25.46,25.74,16.66,,2886,19.6504,36.482,12.9688,38.5468
30-04-2020,2887,7.49,7.69,7.69,10.1,13.69,16.05,16.75,19,4.15,5.23,5.23,6.44,6.44,6.44,35.46,35.46,35.46,21.35,25.5,25.47,25.74,20.33,,2887,19.6504,36.4704,12.9688,38.4888
30-04-2020,2888,8.93,7.69,7.69,10.1,13.7,16.05,16.76,19,4.15,5.25,5.25,7.49,7.49,7.49,37.62,37.62,37.62,24.97,25.5,25.49,25.75,23.86,,2888,19.6388,36.4704,12.9572,38.4772
30-04-2020,2889,10.46,7.69,7.69,10.1,13.7,16.05,16.77,19,4.15,5.34,5.34,7.71,7.71,7.71,38.37,38.37,38.37,25.11,25.5,25.5,25.75,23.9,,2889,19.6388,36.4704,12.9456,38.4656
30-04-2020,2890,9.99,7.69,7.69,10.11,13.71,16.06,16.77,19,4.15,5.34,5.34,7.57,7.57,7.57,38.58,38.58,38.58,23.46,25.5,25.5,25.75,22.56,,2890,19.6272,36.4588,12.9456,38.4656
30-04-2020,2891,8.94,7.7,7.7,10.11,13.72,16.06,16.78,19.01,4.15,5.26,5.26,7.43,7.43,7.43,38.49,38.49,38.49,21.89,25.51,25.5,25.75,20.8,,2891,19.6272,36.4588,12.934,38.4424
30-04-2020,2892,8.32,7.7,7.7,10.11,13.72,16.07,16.79,19.01,4.15,5.21,5.21,7.19,7.19,7.19,38.03,38.03,38.03,21.02,25.51,25.5,25.75,20.06,,2892,19.6272,36.4588,12.934,38.4424
30-04-2020,2893,7.76,7.71,7.71,10.12,13.72,16.07,16.79,19.01,4.15,5.18,5.18,7.11,7.11,7.11,38.57,38.57,38.57,15.08,25.52,25.5,25.76,13.43,,2893,19.6272,36.4588,12.934,38.4076
30-04-2020,2894,7.28,7.71,7.71,10.12,13.73,16.07,16.79,19.01,4.16,5.17,5.17,6.4,6.4,7.07,38.01,38.01,38.01,13.07,25.53,25.5,25.76,8.78,,2894,19.6272,36.4472,12.934,38.3844
30-04-2020,2895,6.23,7.71,7.71,10.13,13.73,16.07,16.8,19.01,4.16,5.21,5.21,5.7,5.7,7.08,34.08,34.08,34.08,13.02,25.53,25.51,25.77,7.93,,2895,19.6156,36.4472,12.934,38.3844
30-04-2020,2896,6.05,7.71,7.71,10.14,13.73,16.08,16.8,19.02,4.17,5.06,5.06,5.27,5.27,7.11,34.03,34.03,34.03,14.05,25.53,25.51,25.78,9.69,,2896,19.6156,36.4472,12.9224,38.3844
30-04-2020,2897,6.28,7.71,7.71,10.15,13.74,16.08,16.8,19.02,4.17,5.04,5.04,5.25,5.25,7.11,37.03,37.03,37.03,18.38,25.54,25.51,25.78,13.65,,2897,19.6156,36.4356,12.9224,38.3844
30-04-2020,2898,6.49,7.72,7.72,10.15,13.74,16.08,16.8,19.03,4.17,5.01,5.01,5.1,5.1,7.07,36.55,36.55,36.55,23.41,25.54,25.52,25.79,22.57,,2898,19.6156,36.4356,12.9108,38.3844
30-04-2020,2899,6.48,7.72,7.72,10.16,13.75,16.08,16.81,19.03,4.17,5.16,5.16,5.22,5.22,6.57,37.55,37.55,37.55,27.13,25.54,25.53,25.8,25.85,,2899,19.6156,36.4356,12.9108,38.3844
30-04-2020,2900,6.46,7.72,7.72,10.16,13.76,16.08,16.82,19.03,4.17,5.19,5.19,5.34,5.34,5.97,37.7,37.7,37.7,31,25.55,25.53,25.8,34.74,,2900,19.6156,36.4356,12.9108,38.3844
30-04-2020,2901,5.95,7.72,7.72,10.16,13.76,16.09,16.82,19.03,4.17,5.18,5.18,5.3,5.3,5.81,33.83,33.83,33.83,31.46,25.55,25.53,25.8,34.66,,2901,19.6156,36.4356,12.8992,38.3844
30-04-2020,2902,5.99,7.72,7.72,10.16,13.76,16.09,16.82,19.04,4.17,5.23,5.23,5.23,5.23,5.95,29.02,29.02,29.02,26,25.56,25.54,25.81,27.85,,2902,19.6156,36.424,12.8992,38.3728
30-04-2020,2903,5.8,7.72,7.72,10.17,13.78,16.09,16.82,19.04,4.17,5.15,5.15,5.15,5.15,5.9,21.51,21.51,21.51,22.04,25.56,25.54,25.81,21.38,,2903,19.604,36.424,12.8876,38.3728
30-04-2020,2904,5.36,7.73,7.73,10.17,13.78,16.09,16.83,19.04,4.17,5.02,5.02,5.02,5.02,5.43,14.94,14.94,14.94,13.77,25.56,25.54,25.82,13.64,,2904,19.604,36.4124,12.8876,38.3612
1/5/2020,2905,5.3,7.73,7.73,10.17,13.79,16.1,16.83,19.04,4.18,5.23,5.23,5.23,5.23,6.08,5.62,5.62,5.62,5.5,25.58,25.54,25.84,5.5,,2905,19.5924,36.4008,12.8528,38.3612
1/5/2020,2906,5.22,7.73,7.73,10.18,13.8,16.11,16.84,19.05,4.18,5.17,5.17,5.17,5.17,6.02,5.35,5.35,5.35,5.35,25.58,25.54,25.84,5.35,,2906,19.5924,36.3892,12.8412,38.3612
1/5/2020,2907,4.77,7.73,7.73,10.19,13.8,16.12,16.88,19.05,4.18,4.72,4.72,4.72,4.72,6,4.72,4.72,4.72,3.9,25.59,25.54,25.86,4.87,,2907,19.5924,36.3776,12.8412,38.3496
1/5/2020,2908,4.58,7.73,7.73,10.19,13.81,16.12,16.89,19.05,4.18,4.5,4.5,4.5,4.5,5.49,4.58,4.58,4.58,2.68,25.59,25.55,25.87,4.35,,2908,19.5924,36.366,12.8296,38.3496
1/5/2020,2909,4.6,7.73,7.73,10.2,13.82,16.12,16.9,19.05,4.18,4.5,4.5,4.5,4.5,5.44,4.6,4.6,4.6,1.63,25.62,25.55,25.88,4.5,,2909,19.5924,36.3544,12.8296,38.3496
1/5/2020,2910,4.75,7.73,7.73,10.21,13.83,16.12,16.9,19.06,4.18,4.7,4.7,4.7,4.7,5.46,4.7,4.7,4.7,2.69,25.63,25.55,25.88,4.85,,2910,19.5808,36.3544,12.8296,38.338
1/5/2020,2911,4.58,7.74,7.74,10.21,13.85,16.14,16.9,19.06,4.19,4.47,4.47,4.47,4.47,6.01,4.47,4.47,4.47,2.74,25.63,25.56,25.88,4.47,,2911,19.5808,36.3544,12.818,38.3264
1/5/2020,2912,4.83,7.74,7.74,10.22,13.85,16.14,16.9,19.06,4.19,4.79,4.79,4.79,4.79,6.02,4.79,4.79,4.79,1.84,25.64,25.56,25.89,4.95,,2912,19.5808,36.3428,12.818,38.3148
1/5/2020,2913,5.17,7.74,7.74,10.23,13.85,16.15,16.92,19.07,4.19,5.14,5.14,5.14,5.14,6.03,5.14,5.14,5.14,0.16,25.64,25.56,25.9,15.57,,2913,19.546,36.3312,12.8064,38.3032
1/5/2020,2914,5.45,7.74,7.74,10.23,13.85,16.15,16.93,19.07,4.19,5.28,5.28,5.28,5.28,6.09,6.08,6.08,6.08,-0.06,25.67,25.57,25.91,21,,2914,19.546,36.3312,12.8064,38.3032
1/5/2020,2915,5.71,7.74,7.74,10.24,13.86,16.16,16.93,19.07,4.2,5.3,5.3,5.3,5.3,6.56,6.56,6.56,6.56,-0.08,25.67,25.57,25.91,27.81,,2915,19.5344,36.3196,12.7948,38.3032
1/5/2020,2916,5.69,7.74,7.74,10.24,13.86,16.16,16.94,19.07,4.2,5.28,5.28,5.28,5.28,6.6,6.6,6.6,6.6,-0.09,25.69,25.58,25.92,24.09,,2916,19.5344,36.308,12.7948,38.2916
1/5/2020,2917,5.55,7.75,7.75,10.25,13.87,16.17,16.94,19.07,4.2,5.2,5.2,5.2,5.2,6.53,7.79,7.79,7.79,2.41,25.7,25.59,25.92,23,,2917,19.5344,36.308,12.7948,38.2916
1/5/2020,2918,5.42,7.75,7.75,10.25,13.87,16.17,16.94,19.07,4.21,5.16,5.16,5.16,5.16,6.28,29.01,29.01,29.01,-0.16,25.7,25.59,25.95,21,,2918,19.5228,36.308,12.7716,38.2916
1/5/2020,2919,5.38,7.75,7.75,10.25,13.88,16.17,16.94,19.07,4.21,5.19,5.19,5.19,5.19,6.17,9.03,9.03,9.03,-0.28,25.7,25.59,25.95,20.13,,2919,19.5112,36.2964,12.7484,38.2684
1/5/2020,2920,5.3,7.75,7.75,10.26,13.89,16.18,16.95,19.07,4.21,5.18,5.18,5.2,5.2,6.07,10.29,10.29,10.29,0.44,25.7,25.61,25.96,5.43,,2920,19.5112,36.2964,12.7368,38.2684
1/5/2020,2921,5.27,7.75,7.75,10.26,13.89,16.18,16.95,19.07,4.21,5.16,5.16,5.93,5.93,6.04,5.94,5.94,5.94,1.95,25.71,25.62,25.96,1.95,,2921,19.5112,36.2964,12.7368,38.2568
1/5/2020,2922,6.45,7.75,7.75,10.26,13.9,16.19,16.96,19.08,4.22,5.32,5.32,6.05,6.05,7.01,9.33,9.33,9.33,7.95,25.71,25.62,25.97,8.56,,2922,19.5112,36.2964,12.7368,38.2336
1/5/2020,2923,7.13,7.75,7.75,10.26,13.9,16.2,16.96,19.08,4.22,5.39,5.39,6.79,6.79,6.79,18.99,18.99,18.99,18.99,25.71,25.63,25.97,18.31,,2923,19.5112,36.2848,12.7252,38.2336
1/5/2020,2924,7.11,7.76,7.76,10.27,13.91,16.2,16.97,19.08,4.22,5.4,5.4,7.1,7.1,7.1,29.01,29.01,29.01,20.76,25.71,25.63,25.97,23.2,,2924,19.4996,36.2848,12.7252,38.222
1/5/2020,2925,7.17,7.76,7.76,10.27,13.91,16.2,16.97,19.08,4.22,5.43,5.43,7.26,7.26,7.26,29.09,29.09,29.09,25.59,25.71,25.63,25.99,26.71,,2925,19.488,36.2732,12.7252,38.2104
1/5/2020,2926,7.37,7.76,7.76,10.28,13.91,16.23,16.97,19.08,4.22,5.48,5.48,7.33,7.33,7.33,26.88,26.88,26.88,24.94,25.71,25.63,26,26.88,,2926,19.488,36.2616,12.7252,38.2104
1/5/2020,2927,7.09,7.76,7.76,10.28,13.91,16.23,16.97,19.09,4.22,5.42,5.42,7.37,7.37,7.37,8.74,8.74,8.74,20.63,25.71,25.64,26,20.91,,2927,19.488,36.2616,12.7136,38.1988
1/5/2020,2928,6.54,7.76,7.76,10.29,13.92,16.24,16.98,19.09,4.23,5.34,5.34,7.05,7.05,7.05,12.03,12.03,12.03,16,25.72,25.64,26,16,,2928,19.488,36.2616,12.7136,38.1988
2/5/2020,2929,6.73,7.76,7.76,10.3,13.92,16.24,16.98,19.1,4.23,5.76,5.76,7.36,7.36,7.36,7.36,7.36,7.36,12.2,25.72,25.64,26,12.2,,2929,19.4764,36.25,12.7136,38.1872
2/5/2020,2930,6.14,7.77,7.77,10.32,13.92,16.26,16.99,19.1,4.23,5.66,5.66,7.17,7.17,7.17,7.17,7.17,7.17,10,25.73,25.65,26,10,,2930,19.4764,36.2268,12.702,38.1872
2/5/2020,2931,6.14,7.77,7.77,10.32,13.92,16.26,16.99,19.1,4.24,5.63,5.63,7.2,7.2,7.2,7.2,7.2,7.2,10,25.73,25.67,26,10,,2931,19.4764,36.2268,12.6904,38.1872
2/5/2020,2932,6.14,7.77,7.77,10.33,13.92,16.26,16.99,19.1,4.24,5.64,5.64,7.21,7.21,7.21,7.21,7.21,7.21,8,25.75,25.68,26,8,,2932,19.4764,36.2268,12.6904,38.1872
2/5/2020,2933,6.25,7.78,7.78,10.33,13.92,16.27,17,19.1,4.25,5.67,5.67,7.23,7.23,7.23,7.23,7.23,7.23,8,25.75,25.68,26,8,,2933,19.4764,36.2152,12.6904,38.1756
2/5/2020,2934,6.34,7.78,7.78,10.33,13.92,16.28,17,19.1,4.25,5.71,5.71,7.21,7.21,7.21,7.21,7.21,7.21,8,25.75,25.69,26,8,,2934,19.4764,36.2152,12.6788,38.1756
2/5/2020,2935,6.31,7.78,7.78,10.35,13.93,16.28,17,19.11,4.25,5.77,5.77,7.2,7.2,7.2,7.2,7.2,7.2,7.2,25.75,25.69,26,7.2,,2935,19.4764,36.2036,12.6788,38.1292
2/5/2020,2936,6.97,7.78,7.78,10.36,13.93,16.29,17.01,19.12,4.25,5.83,5.83,7.45,7.45,7.45,8,8,8,8,25.75,25.69,26,8,,2936,19.4648,36.2036,12.6788,38.1176
2/5/2020,2937,7.1,7.79,7.79,10.36,13.93,16.29,17.01,19.12,4.26,5.9,5.9,7.46,7.46,7.46,11.96,11.96,11.96,10.3,25.77,25.7,26,10.3,,2937,19.4648,36.1804,12.6672,38.106
2/5/2020,2938,7.37,7.79,7.79,10.36,13.94,16.3,17.03,19.12,4.26,5.99,5.99,7.99,7.99,7.99,28.07,28.07,28.07,10.55,25.77,25.7,26,10.55,,2938,19.4648,36.1688,12.6556,38.0596
2/5/2020,2939,7.45,7.79,7.79,10.36,13.94,16.3,17.03,19.15,4.27,5.98,5.98,8.36,8.36,8.36,28.1,28.1,28.1,10.7,25.77,25.7,26,10.7,,2939,19.4648,36.1688,12.6556,38.0596
2/5/2020,2940,7.4,7.8,7.8,10.37,13.95,16.31,17.03,19.16,4.27,5.94,5.94,8.3,8.3,8.3,28.09,28.09,28.09,11.28,25.78,25.71,26,11.28,,2940,19.4532,36.1688,12.6556,38.0596
2/5/2020,2941,7.36,7.8,7.8,10.37,13.95,16.31,17.03,19.16,4.28,5.86,5.86,8.09,8.09,8.09,28.08,28.08,28.08,10.01,25.78,25.71,26,10.01,,2941,19.4532,36.1688,12.644,38.0596
2/5/2020,2942,6.69,7.81,7.81,10.37,13.95,16.32,17.04,19.16,4.28,5.76,5.76,7.35,7.35,7.35,36.66,36.66,36.66,7.35,25.78,25.71,26.01,7.35,,2942,19.4532,36.1572,12.6324,38.048
2/5/2020,2943,5.66,7.82,7.82,10.38,13.96,16.33,17.04,19.17,4.28,5.47,5.47,6.38,6.38,6.38,35.84,35.84,35.84,5.65,25.79,25.71,26.01,5.65,,2943,19.4532,36.1572,12.6324,38.0364
2/5/2020,2944,5.52,7.82,7.82,10.39,13.96,16.33,17.05,19.18,4.28,5.25,5.25,6.57,6.57,6.57,28.08,28.08,28.08,5.25,25.8,25.72,26.01,5.25,,2944,19.4532,36.1456,12.6208,38.0364
2/5/2020,2945,5.79,7.83,7.83,10.39,13.97,16.35,17.06,19.19,4.29,5.48,5.48,6.75,6.75,6.75,28.08,28.08,28.08,5.66,25.8,25.73,26.01,5.66,,2945,19.4532,36.1456,12.6208,38.0364
2/5/2020,2946,7.14,7.83,7.83,10.4,13.97,16.35,17.06,19.19,4.29,5.67,5.67,8.27,8.27,8.27,36.52,36.52,36.52,8.5,25.8,25.74,26.01,8.5,,2946,19.4532,36.1456,12.6092,38.0248
2/5/2020,2947,7.43,7.83,7.83,10.41,13.97,16.36,17.06,19.2,4.29,5.7,5.7,7.98,7.98,7.98,28.08,28.08,28.08,17.94,25.8,25.74,26.02,17.93,,2947,19.4416,36.134,12.6092,38.0132
2/5/2020,2948,7.48,7.84,7.84,10.41,13.97,16.36,17.06,19.21,4.29,5.72,5.72,7.95,7.95,7.95,28.08,28.08,28.08,23.93,25.81,25.75,26.02,25.51,,2948,19.4416,36.1224,12.6092,38.0016
2/5/2020,2949,7.49,7.84,7.84,10.41,13.98,16.4,17.06,19.21,4.29,5.74,5.74,7.86,7.86,7.86,28.09,28.09,28.09,26.53,25.82,25.75,26.02,28.04,,2949,19.4416,36.1224,12.6092,37.99
2/5/2020,2950,7.44,7.84,7.84,10.41,13.98,16.4,17.07,19.22,4.29,5.73,5.73,7.75,7.75,7.75,28.09,28.09,28.09,25.94,25.82,25.75,26.03,26.37,,2950,19.4416,36.1108,12.6092,37.99
2/5/2020,2951,7.49,7.84,7.84,10.42,13.98,16.4,17.07,19.22,4.3,5.71,5.71,7.61,7.61,7.61,28.09,28.09,28.09,24.38,25.82,25.75,26.03,24.38,,2951,19.4416,36.1108,12.6092,37.9668
2/5/2020,2952,7.12,7.84,7.84,10.42,13.99,16.41,17.07,19.22,4.3,5.62,5.62,7.42,7.42,7.42,18.62,18.62,18.62,20.49,25.82,25.77,26.03,20.49,,2952,19.43,36.0992,12.6092,37.9552
3/5/2020,2953,7.27,7.85,7.85,10.43,13.99,16.41,17.09,19.22,4.3,5.88,5.88,7.47,7.47,7.47,9.92,9.92,9.92,18,25.84,25.77,26.03,18,,2953,19.43,36.0992,12.5976,37.9552
3/5/2020,2954,6.71,7.85,7.85,10.43,14,16.41,17.09,19.22,4.3,5.78,5.78,7.17,7.17,7.17,8.11,8.11,8.11,13.76,25.84,25.78,26.03,13.76,,2954,19.43,36.0876,12.5976,37.9204
3/5/2020,2955,6.41,7.85,7.85,10.44,14,16.42,17.09,19.24,4.31,5.74,5.74,6.96,6.96,6.96,7.75,7.75,7.75,11.44,25.84,25.78,26.04,11.44,,2955,19.43,36.076,12.5976,37.9204
3/5/2020,2956,6.48,7.85,7.85,10.44,14,16.43,17.09,19.24,4.31,5.73,5.73,6.86,6.86,6.86,7.87,7.87,7.87,11.15,25.85,25.79,26.04,11.15,,2956,19.43,36.076,12.5976,37.9088
3/5/2020,2957,6.39,7.85,7.85,10.45,14.01,16.44,17.1,19.25,4.31,5.74,5.74,6.78,6.78,6.78,7.75,7.75,7.75,11.82,25.85,25.79,26.04,13.66,,2957,19.43,36.076,12.586,37.9088
3/5/2020,2958,6.42,7.85,7.85,10.45,14.02,16.44,17.1,19.25,4.31,5.77,5.77,6.12,6.12,6.77,7.75,7.75,7.75,13.07,25.85,25.79,26.05,17,,2958,19.4184,36.076,12.586,37.8856
3/5/2020,2959,6.6,7.85,7.85,10.46,14.02,16.44,17.1,19.26,4.31,5.79,5.79,7.27,7.27,7.27,7.86,7.86,7.86,11.56,25.87,25.8,26.06,12.35,,2959,19.4068,36.0644,12.586,37.8856
3/5/2020,2960,6.75,7.86,7.86,10.46,14.02,16.45,17.1,19.26,4.31,5.82,5.82,7.46,7.46,7.46,8.41,8.41,8.41,10.94,25.87,25.8,26.06,12.02,,2960,19.4068,36.0644,12.586,37.874
3/5/2020,2961,7.08,7.86,7.86,10.46,14.02,16.46,17.11,19.27,4.31,5.89,5.89,7.45,7.45,7.45,10,10,10,10,25.88,25.8,26.06,10,,2961,19.3952,36.0644,12.5744,37.8624
3/5/2020,2962,7.2,7.86,7.86,10.46,14.03,16.47,17.11,19.28,4.32,5.97,5.97,7.64,7.64,7.64,10.65,10.65,10.65,9.4,25.88,25.8,26.07,9.4,,2962,19.3952,36.0644,12.5744,37.8508
3/5/2020,2963,7.27,7.86,7.86,10.46,14.04,16.47,17.13,19.29,4.32,5.97,5.97,7.64,7.64,7.64,22.97,22.97,22.97,9.7,25.88,25.8,26.07,9.7,,2963,19.3836,36.0528,12.5628,37.8276
3/5/2020,2964,7.29,7.86,7.86,10.47,14.04,16.5,17.16,19.3,4.33,5.94,5.94,7.68,7.68,7.68,11.25,11.25,11.25,10,25.88,25.8,26.08,10,,2964,19.3836,36.0412,12.5628,37.816
3/5/2020,2965,7.03,7.86,7.86,10.47,14.05,16.5,17.18,19.3,4.33,5.9,5.9,7.65,7.65,7.65,8.55,8.55,8.55,10,25.89,25.8,26.08,10,,2965,19.3836,36.0412,12.5628,37.816
3/5/2020,2966,6.23,7.86,7.86,10.47,14.05,16.5,17.18,19.3,4.33,5.85,5.85,7.06,7.06,7.06,7.06,7.06,7.06,7.06,25.89,25.81,26.09,7.06,,2966,19.372,36.0412,12.5512,37.816
3/5/2020,2967,5.71,7.87,7.87,10.49,14.06,16.51,17.19,19.3,4.34,5.66,5.66,5.84,5.84,6.6,5.84,5.84,5.84,5.84,25.9,25.82,26.09,5.84,,2967,19.372,36.0412,12.5396,37.8044
3/5/2020,2968,5.58,7.87,7.87,10.49,14.06,16.51,17.2,19.31,4.35,5.54,5.54,5.67,5.67,6.63,5.67,5.67,5.67,5.57,25.91,25.82,26.09,5.57,,2968,19.3604,36.0412,12.528,37.8044
3/5/2020,2969,6.22,7.87,7.87,10.5,14.06,16.53,17.2,19.31,4.36,5.83,5.83,7.04,7.04,7.04,7.04,7.04,7.04,7.14,25.91,25.83,26.09,7.14,,2969,19.3488,36.0296,12.5164,37.7812
3/5/2020,2970,6.62,7.87,7.87,10.5,14.06,16.53,17.21,19.31,4.36,5.88,5.88,7.49,7.49,7.49,7.49,7.49,7.49,10.21,25.91,25.83,26.09,10.21,,2970,19.3488,35.9832,12.5164,37.7812
3/5/2020,2971,7.1,7.87,7.87,10.5,14.06,16.54,17.23,19.31,4.36,5.92,5.92,7.78,7.78,7.78,12.67,12.67,12.67,18.39,25.91,25.83,26.1,23.34,,2971,19.3372,35.9716,12.5048,37.7696
3/5/2020,2972,7.45,7.87,7.87,10.51,14.06,16.55,17.24,19.32,4.37,5.96,5.96,7.86,7.86,7.86,19.33,19.33,19.33,23.37,25.92,25.84,26.1,26.13,,2972,19.3372,35.9716,12.5048,37.7116
3/5/2020,2973,7.48,7.89,7.89,10.51,14.07,16.55,17.26,19.33,4.37,6,6,7.82,7.82,7.82,26.09,26.09,26.09,27.22,25.92,25.84,26.1,28.76,,2973,19.3372,35.96,12.5048,37.7116
3/5/2020,2974,7.64,7.89,7.89,10.52,14.07,16.55,17.27,19.33,4.37,6.03,6.03,7.6,7.6,7.6,28.96,28.96,28.96,27.85,25.95,25.84,26.1,29.19,,2974,19.3256,35.96,12.5048,37.7
3/5/2020,2975,7.22,7.89,7.89,10.53,14.07,16.55,17.29,19.33,4.37,5.91,5.91,7.72,7.72,7.72,26.08,26.08,26.08,24.98,25.95,25.86,26.1,25.66,,2975,19.3256,35.96,12.4932,37.6652
3/5/2020,2976,6.43,7.89,7.89,10.53,14.07,16.58,17.3,19.33,4.37,5.8,5.8,7.18,7.18,7.18,12.97,12.97,12.97,22.06,25.95,25.87,26.1,22.98,,2976,19.3256,35.96,12.4932,37.6652
4/5/2020,2977,6.66,7.89,7.89,10.53,14.08,16.59,17.3,19.33,4.38,6.19,6.19,7.13,7.13,7.13,7.13,7.13,7.13,22.2,25.96,25.88,26.11,22.16,,2977,19.3256,35.96,12.4816,37.6536
4/5/2020,2978,6.41,7.9,7.9,10.53,14.09,16.6,17.3,19.33,4.38,6.06,6.06,6.89,6.89,6.99,6.89,6.89,6.89,20.46,25.96,25.88,26.12,20.18,,2978,19.3256,35.9484,12.4816,37.6072
